"DATUM","JAARTAL","KWARTAAL","MAAND","EERSTEDAGMAAND","LAATSTEDAGMAAND","PERIODEMAAND","PERIODE4WEKEN","EERSTEDAG4WEKEN","LAATSTEDAG4WEKEN","JAAR4WEKEN","VIERWEKENNUMMER","ISOWEEK","DAGOMS","DAGJAAR","DAGMAAND","DAGWEEK","EERSTEDAGWEEK","LAATSTEDAGWEEK"
15-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","2","Vrijdag","15","15","5",11-01-21,17-01-21
16-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","2","Zaterdag","16","16","6",11-01-21,17-01-21
17-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","2","Zondag","17","17","7",11-01-21,17-01-21
18-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","3","Maandag","18","18","1",18-01-21,24-01-21
19-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","3","Dinsdag","19","19","2",18-01-21,24-01-21
20-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","3","Woensdag","20","20","3",18-01-21,24-01-21
21-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","3","Donderdag","21","21","4",18-01-21,24-01-21
22-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","3","Vrijdag","22","22","5",18-01-21,24-01-21
23-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","3","Zaterdag","23","23","6",18-01-21,24-01-21
24-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","3","Zondag","24","24","7",18-01-21,24-01-21
25-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","4","Maandag","25","25","1",25-01-21,31-01-21
26-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","4","Dinsdag","26","26","2",25-01-21,31-01-21
27-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","4","Woensdag","27","27","3",25-01-21,31-01-21
28-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","4","Donderdag","28","28","4",25-01-21,31-01-21
29-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","4","Vrijdag","29","29","5",25-01-21,31-01-21
30-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","4","Zaterdag","30","30","6",25-01-21,31-01-21
31-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","4","Zondag","31","31","7",25-01-21,31-01-21
01-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","5","Maandag","32","1","1",01-02-21,07-02-21
02-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","5","Dinsdag","33","2","2",01-02-21,07-02-21
03-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","5","Woensdag","34","3","3",01-02-21,07-02-21
04-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","5","Donderdag","35","4","4",01-02-21,07-02-21
05-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","5","Vrijdag","36","5","5",01-02-21,07-02-21
06-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","5","Zaterdag","37","6","6",01-02-21,07-02-21
07-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","5","Zondag","38","7","7",01-02-21,07-02-21
08-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","6","Maandag","39","8","1",08-02-21,14-02-21
09-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","6","Dinsdag","40","9","2",08-02-21,14-02-21
10-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","6","Woensdag","41","10","3",08-02-21,14-02-21
11-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","6","Donderdag","42","11","4",08-02-21,14-02-21
12-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","6","Vrijdag","43","12","5",08-02-21,14-02-21
13-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","6","Zaterdag","44","13","6",08-02-21,14-02-21
14-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","6","Zondag","45","14","7",08-02-21,14-02-21
15-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","7","Maandag","46","15","1",15-02-21,21-02-21
16-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","7","Dinsdag","47","16","2",15-02-21,21-02-21
17-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","7","Woensdag","48","17","3",15-02-21,21-02-21
18-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","7","Donderdag","49","18","4",15-02-21,21-02-21
19-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","7","Vrijdag","50","19","5",15-02-21,21-02-21
20-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","7","Zaterdag","51","20","6",15-02-21,21-02-21
21-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","7","Zondag","52","21","7",15-02-21,21-02-21
22-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","8","Maandag","53","22","1",22-02-21,28-02-21
23-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","8","Dinsdag","54","23","2",22-02-21,28-02-21
24-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","8","Woensdag","55","24","3",22-02-21,28-02-21
25-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","8","Donderdag","56","25","4",22-02-21,28-02-21
26-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","8","Vrijdag","57","26","5",22-02-21,28-02-21
27-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","8","Zaterdag","58","27","6",22-02-21,28-02-21
28-02-21,"2021","1","2",01-02-21,28-02-21,"202102","202102",01-02-21,28-02-21,"2021","2","8","Zondag","59","28","7",22-02-21,28-02-21
01-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","9","Maandag","60","1","1",01-03-21,07-03-21
02-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","9","Dinsdag","61","2","2",01-03-21,07-03-21
03-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","9","Woensdag","62","3","3",01-03-21,07-03-21
04-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","9","Donderdag","63","4","4",01-03-21,07-03-21
05-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","9","Vrijdag","64","5","5",01-03-21,07-03-21
06-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","9","Zaterdag","65","6","6",01-03-21,07-03-21
07-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","9","Zondag","66","7","7",01-03-21,07-03-21
08-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","10","Maandag","67","8","1",08-03-21,14-03-21
09-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","10","Dinsdag","68","9","2",08-03-21,14-03-21
10-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","10","Woensdag","69","10","3",08-03-21,14-03-21
11-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","10","Donderdag","70","11","4",08-03-21,14-03-21
12-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","10","Vrijdag","71","12","5",08-03-21,14-03-21
13-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","10","Zaterdag","72","13","6",08-03-21,14-03-21
14-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","10","Zondag","73","14","7",08-03-21,14-03-21
15-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","11","Maandag","74","15","1",15-03-21,21-03-21
16-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","11","Dinsdag","75","16","2",15-03-21,21-03-21
17-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","11","Woensdag","76","17","3",15-03-21,21-03-21
18-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","11","Donderdag","77","18","4",15-03-21,21-03-21
19-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","11","Vrijdag","78","19","5",15-03-21,21-03-21
20-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","11","Zaterdag","79","20","6",15-03-21,21-03-21
01-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202013",30-11-20,03-01-21,"2020","13","53","Vrijdag","1","1","5",28-12-20,03-01-21
02-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202013",30-11-20,03-01-21,"2020","13","53","Zaterdag","2","2","6",28-12-20,03-01-21
03-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202013",30-11-20,03-01-21,"2020","13","53","Zondag","3","3","7",28-12-20,03-01-21
04-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","1","Maandag","4","4","1",04-01-21,10-01-21
05-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","1","Dinsdag","5","5","2",04-01-21,10-01-21
06-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","1","Woensdag","6","6","3",04-01-21,10-01-21
07-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","1","Donderdag","7","7","4",04-01-21,10-01-21
08-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","1","Vrijdag","8","8","5",04-01-21,10-01-21
09-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","1","Zaterdag","9","9","6",04-01-21,10-01-21
10-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","1","Zondag","10","10","7",04-01-21,10-01-21
11-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","2","Maandag","11","11","1",11-01-21,17-01-21
12-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","2","Dinsdag","12","12","2",11-01-21,17-01-21
13-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","2","Woensdag","13","13","3",11-01-21,17-01-21
14-01-21,"2021","1","1",01-01-21,31-01-21,"202101","202101",04-01-21,31-01-21,"2021","1","2","Donderdag","14","14","4",11-01-21,17-01-21
19-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202206",23-05-22,19-06-22,"2022","6","24","zondag","170","19","7",13-06-22,19-06-22
20-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","25","maandag","171","20","1",20-06-22,26-06-22
21-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","25","dinsdag","172","21","2",20-06-22,26-06-22
22-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","25","woensdag","173","22","3",20-06-22,26-06-22
23-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","25","donderdag","174","23","4",20-06-22,26-06-22
24-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","25","vrijdag","175","24","5",20-06-22,26-06-22
25-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","25","zaterdag","176","25","6",20-06-22,26-06-22
26-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","25","zondag","177","26","7",20-06-22,26-06-22
27-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","26","maandag","178","27","1",27-06-22,03-07-22
28-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","26","dinsdag","179","28","2",27-06-22,03-07-22
29-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","26","woensdag","180","29","3",27-06-22,03-07-22
30-06-22,"2022","2","6",01-06-22,30-06-22,"202206","202207",20-06-22,17-07-22,"2022","7","26","donderdag","181","30","4",27-06-22,03-07-22
01-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","26","vrijdag","182","1","5",27-06-22,03-07-22
02-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","26","zaterdag","183","2","6",27-06-22,03-07-22
03-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","26","zondag","184","3","7",27-06-22,03-07-22
04-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","27","maandag","185","4","1",04-07-22,10-07-22
05-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","27","dinsdag","186","5","2",04-07-22,10-07-22
06-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","27","woensdag","187","6","3",04-07-22,10-07-22
07-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","27","donderdag","188","7","4",04-07-22,10-07-22
08-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","27","vrijdag","189","8","5",04-07-22,10-07-22
09-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","27","zaterdag","190","9","6",04-07-22,10-07-22
10-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","27","zondag","191","10","7",04-07-22,10-07-22
11-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","28","maandag","192","11","1",11-07-22,17-07-22
12-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","28","dinsdag","193","12","2",11-07-22,17-07-22
13-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","28","woensdag","194","13","3",11-07-22,17-07-22
14-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","28","donderdag","195","14","4",11-07-22,17-07-22
15-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","28","vrijdag","196","15","5",11-07-22,17-07-22
16-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","28","zaterdag","197","16","6",11-07-22,17-07-22
17-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202207",20-06-22,17-07-22,"2022","7","28","zondag","198","17","7",11-07-22,17-07-22
18-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","29","maandag","199","18","1",18-07-22,24-07-22
19-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","29","dinsdag","200","19","2",18-07-22,24-07-22
20-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","29","woensdag","201","20","3",18-07-22,24-07-22
21-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","29","donderdag","202","21","4",18-07-22,24-07-22
22-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","29","vrijdag","203","22","5",18-07-22,24-07-22
23-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","29","zaterdag","204","23","6",18-07-22,24-07-22
24-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","29","zondag","205","24","7",18-07-22,24-07-22
25-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","30","maandag","206","25","1",25-07-22,31-07-22
26-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","30","dinsdag","207","26","2",25-07-22,31-07-22
27-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","30","woensdag","208","27","3",25-07-22,31-07-22
28-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","30","donderdag","209","28","4",25-07-22,31-07-22
29-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","30","vrijdag","210","29","5",25-07-22,31-07-22
30-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","30","zaterdag","211","30","6",25-07-22,31-07-22
31-07-22,"2022","3","7",01-07-22,31-07-22,"202207","202208",18-07-22,14-08-22,"2022","8","30","zondag","212","31","7",25-07-22,31-07-22
01-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","31","maandag","213","1","1",01-08-22,07-08-22
02-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","31","dinsdag","214","2","2",01-08-22,07-08-22
03-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","31","woensdag","215","3","3",01-08-22,07-08-22
04-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","31","donderdag","216","4","4",01-08-22,07-08-22
05-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","31","vrijdag","217","5","5",01-08-22,07-08-22
06-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","31","zaterdag","218","6","6",01-08-22,07-08-22
07-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","31","zondag","219","7","7",01-08-22,07-08-22
08-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","32","maandag","220","8","1",08-08-22,14-08-22
09-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","32","dinsdag","221","9","2",08-08-22,14-08-22
10-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","32","woensdag","222","10","3",08-08-22,14-08-22
11-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","32","donderdag","223","11","4",08-08-22,14-08-22
12-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","32","vrijdag","224","12","5",08-08-22,14-08-22
13-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","32","zaterdag","225","13","6",08-08-22,14-08-22
14-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202208",18-07-22,14-08-22,"2022","8","32","zondag","226","14","7",08-08-22,14-08-22
15-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","33","maandag","227","15","1",15-08-22,21-08-22
16-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","33","dinsdag","228","16","2",15-08-22,21-08-22
17-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","33","woensdag","229","17","3",15-08-22,21-08-22
18-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","33","donderdag","230","18","4",15-08-22,21-08-22
19-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","33","vrijdag","231","19","5",15-08-22,21-08-22
20-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","33","zaterdag","232","20","6",15-08-22,21-08-22
21-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","33","zondag","233","21","7",15-08-22,21-08-22
22-08-22,"2022","3","8",01-08-22,31-08-22,"202208","202209",15-08-22,11-09-22,"2022","9","34","maandag","234","22","1",22-08-22,28-08-22
21-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","11","Zondag","80","21","7",15-03-21,21-03-21
22-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","12","Maandag","81","22","1",22-03-21,28-03-21
23-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","12","Dinsdag","82","23","2",22-03-21,28-03-21
24-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","12","Woensdag","83","24","3",22-03-21,28-03-21
25-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","12","Donderdag","84","25","4",22-03-21,28-03-21
26-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","12","Vrijdag","85","26","5",22-03-21,28-03-21
27-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","12","Zaterdag","86","27","6",22-03-21,28-03-21
28-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202103",01-03-21,28-03-21,"2021","3","12","Zondag","87","28","7",22-03-21,28-03-21
29-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202104",29-03-21,25-04-21,"2021","4","13","Maandag","88","29","1",29-03-21,04-04-21
30-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202104",29-03-21,25-04-21,"2021","4","13","Dinsdag","89","30","2",29-03-21,04-04-21
31-03-21,"2021","1","3",01-03-21,31-03-21,"202103","202104",29-03-21,25-04-21,"2021","4","13","Woensdag","90","31","3",29-03-21,04-04-21
01-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","13","Donderdag","91","1","4",29-03-21,04-04-21
02-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","13","Vrijdag","92","2","5",29-03-21,04-04-21
03-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","13","Zaterdag","93","3","6",29-03-21,04-04-21
04-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","13","Zondag","94","4","7",29-03-21,04-04-21
05-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","14","Maandag","95","5","1",05-04-21,11-04-21
06-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","14","Dinsdag","96","6","2",05-04-21,11-04-21
07-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","14","Woensdag","97","7","3",05-04-21,11-04-21
08-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","14","Donderdag","98","8","4",05-04-21,11-04-21
09-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","14","Vrijdag","99","9","5",05-04-21,11-04-21
10-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","14","Zaterdag","100","10","6",05-04-21,11-04-21
11-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","14","Zondag","101","11","7",05-04-21,11-04-21
12-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","15","Maandag","102","12","1",12-04-21,18-04-21
13-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","15","Dinsdag","103","13","2",12-04-21,18-04-21
14-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","15","Woensdag","104","14","3",12-04-21,18-04-21
15-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","15","Donderdag","105","15","4",12-04-21,18-04-21
16-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","15","Vrijdag","106","16","5",12-04-21,18-04-21
17-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","15","Zaterdag","107","17","6",12-04-21,18-04-21
18-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","15","Zondag","108","18","7",12-04-21,18-04-21
19-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","16","Maandag","109","19","1",19-04-21,25-04-21
20-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","16","Dinsdag","110","20","2",19-04-21,25-04-21
21-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","16","Woensdag","111","21","3",19-04-21,25-04-21
22-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","16","Donderdag","112","22","4",19-04-21,25-04-21
23-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","16","Vrijdag","113","23","5",19-04-21,25-04-21
24-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","16","Zaterdag","114","24","6",19-04-21,25-04-21
